學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),進修交流國家(地區)別,進修交流國家(地區)區域別,本國學生出國進修交流至少1學期(修讀學分)以上人數小計,本國學生出國進修交流至少1學期(修讀學分)以上人數男,本國學生出國進修交流至少1學期(修讀學分)以上人數女,本國學生出國進修交流未滿1學期(修讀學分)人數小計,本國學生出國進修交流未滿1學期(修讀學分)人數男,本國學生出國進修交流未滿1學期(修讀學分)人數女
105,1,公立,技專校院,22,國立臺灣科技大學,2122005,創意設計學士班,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2122005,創意設計學士班,學士班(日間),法國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2122005,創意設計學士班,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2122006,工商業設計系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2122006,工商業設計系,碩士班(日間),義大利共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2122006,工商業設計系,碩士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),法國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),波蘭共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),美國,北美洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4121010,財務金融研究所,碩士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4121010,財務金融研究所,碩士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4121010,財務金融研究所,碩士班(日間),瑞士聯邦,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),大陸地區,大陸地區,3,1,2,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),奧地利共和國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),法國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),西班牙王國,歐洲,4,2,2,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,碩士班(日間),奧地利共和國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,碩士班(日間),芬蘭共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,碩士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,碩士班(日間),德意志聯邦共和國,歐洲,3,1,2,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131009,管理學士班,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131009,管理學士班,學士班(日間),法國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4131009,管理學士班,學士班(日間),加拿大,北美洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199011,科技管理研究所,碩士班(日間),捷克共和國,歐洲,3,0,3,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199011,科技管理研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199012,工業管理系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199012,工業管理系,學士班(日間),芬蘭共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199012,工業管理系,學士班(日間),波蘭共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199012,工業管理系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199012,工業管理系,碩士班(日間),捷克共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199012,工業管理系,碩士班(日間),西班牙王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199012,工業管理系,碩士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199013,管理學院MBA,碩士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,4199013,管理學院MBA,碩士班(日間),波蘭共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,碩士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,碩士班(日間),立陶宛共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7141017,電機工程系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7141018,電子工程系,學士班(日間),丹麥王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7141018,電子工程系,學士班(日間),法國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7141018,電子工程系,碩士班(日間),丹麥王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7141021,電資學士班,學士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7141021,電資學士班,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7141022,色彩與照明科技研究所,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,學士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,碩士班(日間),芬蘭共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,碩士班(日間),西班牙王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7194034,醫學工程研究所,碩士班(日間),捷克共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7311038,建築系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7311038,建築系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7321025,營建工程系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,7321025,營建工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,22,國立臺灣科技大學,99999036,不分系學士班,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2112011,視覺傳達設計系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2122007,設計學研究所,碩士班(日間),馬來西亞,東協,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2122007,設計學研究所,博士班,馬來西亞,東協,2,1,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2122007,設計學研究所,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2122007,設計學研究所,博士班,大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2123014,工業設計系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),越南社會主義共和國,東協,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),澳大利亞,其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),法國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),英國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),美國,北美洲,5,1,4,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4121024,財務金融系,碩士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4121024,財務金融系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4121024,財務金融系,碩士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),馬來西亞,東協,2,0,2,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),大陸地區,大陸地區,3,0,3,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),法國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,碩士班(日間),西班牙王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131022,國際管理學士學位學程,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131022,國際管理學士學位學程,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131022,國際管理學士學位學程,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131022,國際管理學士學位學程,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,4131023,創業管理碩士學位學程,碩士班(日間),立陶宛共和國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,6131032,資訊管理系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,6131032,資訊管理系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,7141033,電機工程系,學士班(日間),法國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,7151041,機械工程系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,7151041,機械工程系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,23,國立雲林科技大學,10152053,休閒運動研究所,碩士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2123009,工業設計系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2123009,工業設計系,學士班(日間),德意志聯邦共和國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2299018,文化事業發展系,學士班(日間),捷克共和國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2299018,文化事業發展系,學士班(日間),匈牙利共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,學士班(日間),法國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,學士班(日間),愛沙尼亞共和國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,學士班(日間),愛爾蘭共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,學士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,碩士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,碩士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,碩士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,6131016,資訊與財金管理系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,學士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,碩士班(日間),美國,北美洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7141025,電機工程系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7141025,電機工程系,學士班(日間),波蘭共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7141032,光電工程系,學士班(日間),愛爾蘭共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7141034,資訊工程系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7141034,資訊工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7141034,資訊工程系,碩士班(日間),美國,北美洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7151037,機械工程系,學士班(日間),波蘭共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7151037,機械工程系機電整合碩士班,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),捷克共和國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),德意志聯邦共和國,歐洲,3,0,3,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,25,國立臺北科技大學,7311071,建築系,學士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,2311001,應用英語系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,2311002,應用德語系,學士班(日間),奧地利共和國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,2311003,應用日語系,學士班(日間),日本,其他亞洲地區,8,1,7,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4121017,金融系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4121017,金融系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4132023,行銷與流通管理系,學士班(日間),泰國,東協,2,0,2,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4132023,行銷與流通管理系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4132023,行銷與流通管理系,碩士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4132023,行銷與流通管理系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4132023,行銷與流通管理系,學士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4132023,行銷與流通管理系,碩士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4132024,運籌管理系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,4212028,科技法律研究所,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,公立,技專校院,26,國立高雄第一科技大學,7321037,營建工程系,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,2311001,應用外語系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,4121013,金融系,學士班(日間),日本,其他亞洲地區,2,1,1,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,4199019,人力資源發展系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,4199019,人力資源發展系,學士班(日間),美國,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,6121024,資訊管理系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,7111039,化學工程與材料工程系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,7141025,電機工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,7321036,土木工程與防災科技研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,10151046,觀光管理系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,27,國立高雄應用科技大學,10151046,觀光管理系,學士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
105,1,公立,技專校院,33,國立虎尾科技大學,2311001,應用外語系,學士班(日間),俄羅斯聯邦,其他亞洲地區,2,2,0,0,0,0
105,1,公立,技專校院,33,國立虎尾科技大學,2311001,應用外語系,學士班(日間),匈牙利共和國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,33,國立虎尾科技大學,4131003,企業管理系,學士班(日間),加拿大,北美洲,0,0,0,1,0,1
105,1,公立,技專校院,33,國立虎尾科技大學,5121007,生物科技系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,33,國立虎尾科技大學,05121A01,生物科技系,學士班(日間),日本,其他亞洲地區,2,1,1,0,0,0
105,1,公立,技專校院,33,國立虎尾科技大學,6131008,資訊管理系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,33,國立虎尾科技大學,6131008,資訊管理系,學士班(日間),加拿大,北美洲,0,0,0,1,0,1
105,1,公立,技專校院,33,國立虎尾科技大學,7151018,飛機工程系,學士班(日間),加拿大,北美洲,0,0,0,14,13,1
105,1,公立,技專校院,33,國立虎尾科技大學,7151019,機械設計工程系,學士班(日間),加拿大,北美洲,0,0,0,1,1,0
105,1,公立,技專校院,33,國立虎尾科技大學,10199030,休閒遊憩系,學士班(日間),俄羅斯聯邦,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,33,國立虎尾科技大學,10199030,休閒遊憩系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,4132002,供應鏈管理系,碩士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,7211016,水產食品科學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,8312019,水產養殖系,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,10151021,海洋休閒管理系,學士班(日間),大陸地區,大陸地區,3,1,2,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,10151021,海洋休閒管理系,學士班(日間),美國,北美洲,3,1,2,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,10412023,航運管理系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,10412023,航運管理系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,10414026,航海科,五專,日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,34,國立高雄海洋科技大學,10414026,航海科,五專,大韓民國(南韓),其他亞洲地區,0,0,0,3,1,2
105,1,公立,技專校院,43,國立勤益科技大學,2299005,文化創意事業系,學士班(日間),泰國,東協,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,2299005,文化創意事業系,學士班(日間),紐西蘭,其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,2299005,文化創意事業系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,2299005,文化創意事業系,碩士班(日間),紐西蘭,其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,2299005,文化創意事業系,學士班(日間),捷克共和國,歐洲,3,0,3,0,0,0
105,1,公立,技專校院,43,國立勤益科技大學,2299005,文化創意事業系,學士班(日間),英國,歐洲,0,0,0,2,0,2
105,1,公立,技專校院,43,國立勤益科技大學,2299005,文化創意事業系,學士班(日間),美國,北美洲,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,2311001,應用英語系,學士班(日間),加拿大,北美洲,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,4131002,企業管理系,碩士班(日間),泰國,東協,0,0,0,4,3,1
105,1,公立,技專校院,43,國立勤益科技大學,4131002,企業管理系,學士班(日間),紐西蘭,其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,4131002,企業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,4131002,企業管理系,學士班(日間),美國,北美洲,0,0,0,3,1,2
105,1,公立,技專校院,43,國立勤益科技大學,4132003,流通管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,4132003,流通管理系,學士班(日間),捷克共和國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,43,國立勤益科技大學,4132003,流通管理系,碩士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,43,國立勤益科技大學,4132003,流通管理系,學士班(日間),美國,北美洲,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,6131010,資訊管理系,學士班(日間),泰國,東協,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,7111020,化工與材料工程系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,7111020,化工與材料工程系,學士班(日間),捷克共和國,歐洲,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,7141012,電子工程系,學士班(日間),美國,北美洲,0,0,0,1,1,0
105,1,公立,技專校院,43,國立勤益科技大學,7151016,機械工程系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,7151016,機械工程系,學士班(日間),捷克共和國,歐洲,0,0,0,2,2,0
105,1,公立,技專校院,43,國立勤益科技大學,7151016,機械工程系,碩士班(日間),美國,北美洲,0,0,0,2,2,0
105,1,公立,技專校院,43,國立勤益科技大學,7191022,工業工程與管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
