學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),進修交流國家(地區)別,進修交流國家(地區)區域別,本國學生出國進修交流至少1學期(修讀學分)以上人數小計,本國學生出國進修交流至少1學期(修讀學分)以上人數男,本國學生出國進修交流至少1學期(修讀學分)以上人數女,本國學生出國進修交流未滿1學期(修讀學分)人數小計,本國學生出國進修交流未滿1學期(修讀學分)人數男,本國學生出國進修交流未滿1學期(修讀學分)人數女
108,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,4132003,行銷與流通管理系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,9131007,護理系,學士班(日間),日本,其他亞洲地區,0,0,0,10,0,10
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,2311010,應用英語科,五專,英國,歐洲,1,0,1,0,0,0
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,2311010,應用英語科,五專,美國,北美洲,1,1,0,0,0,0
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,2311011,應用日語系,學士班(日間),日本,其他亞洲地區,5,0,5,0,0,0
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4121016,財務金融科,五專,日本,其他亞洲地區,1,1,0,0,0,0
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4132019,行銷與流通管理系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4141015,國際貿易系,學士班(日間),愛爾蘭共和國,歐洲,2,0,2,0,0,0
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4141015,國際貿易科,五專,大陸地區,大陸地區,1,0,1,0,0,0
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4141015,國際貿易科,五專,日本,其他亞洲地區,1,0,1,0,0,0
108,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10152033,休閒事業經營系,學士班(日間),新加坡共和國,東協,1,1,0,0,0,0
108,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10152033,休閒事業經營系,學士班(日間),日本,其他亞洲地區,2,2,0,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,2123001,工商業設計系,學士班(日間),馬來西亞,東協,2,0,2,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,4199006,工業管理系,學士班(日間),馬來西亞,東協,2,2,0,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,7141009,電機工程系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,7141010,電子工程系,學士班(日間),馬來西亞,東協,2,2,0,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,7192019,材料與纖維系,學士班(日間),馬來西亞,東協,2,0,2,0,0,0
108,1,私立,技專校院,1284,樹人醫護管理專科學校,2311002,應用英語科,五專,加拿大,北美洲,5,0,5,0,0,0
108,1,私立,技專校院,1284,樹人醫護管理專科學校,2311003,應用日語科,五專,日本,其他亞洲地區,11,1,10,0,0,0
108,1,私立,技專校院,1284,樹人醫護管理專科學校,10121015,美容保健科,五專,大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
108,1,私立,技專校院,1292,新生醫護管理專科學校,9131007,護理科,五專,日本,其他亞洲地區,0,0,0,4,0,4
108,2,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,學士班(日間),德意志聯邦共和國,歐洲,3,1,2,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),西班牙王國,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),捷克共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),芬蘭共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7112028,材料科學與工程系,學士班(日間),奧地利共和國,歐洲,2,1,1,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7141017,電機工程系,學士班(日間),捷克共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7141017,電機工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7141017,電機工程系,碩士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7141018,電子工程系,學士班(日間),瑞典王國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,學士班(日間),瑞典王國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,學士班(日間),德意志聯邦共和國,歐洲,2,2,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7311038,建築系,碩士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7311038,建築系,碩士班(日間),芬蘭共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7321025,營建工程系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
108,2,公立,技專校院,22,國立臺灣科技大學,7321025,營建工程系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,2112011,視覺傳達設計系,碩士班(日間),立陶宛共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,2192002,文化資產維護系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,4111018,會計系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,3,0,3,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,4131022,國際管理學士學位學程,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,4131022,國際管理學士學位學程,學士班(日間),美國,北美洲,1,1,0,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,6131032,資訊管理系,學士班(日間),美國,北美洲,3,3,0,0,0,0
108,2,公立,技專校院,23,國立雲林科技大學,7191048,工業工程與管理系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,24,國立屏東科技大學,5121016,農學院生物資源博士班,博士班,丹麥王國,歐洲,0,0,0,1,0,1
108,2,公立,技專校院,24,國立屏東科技大學,8112032,動物科學與畜產系,學士班(日間),丹麥王國,歐洲,0,0,0,6,3,3
108,2,公立,技專校院,24,國立屏東科技大學,8112032,動物科學與畜產系,碩士班(日間),丹麥王國,歐洲,0,0,0,2,1,1
108,2,公立,技專校院,24,國立屏東科技大學,8211043,木材科學與設計系,學士班(日間),越南社會主義共和國,東協,0,0,0,6,3,3
108,2,公立,技專校院,24,國立屏東科技大學,8411048,獸醫學系,學士班(日間),丹麥王國,歐洲,0,0,0,1,0,1
108,2,公立,技專校院,24,國立屏東科技大學,8411048,獸醫學系,碩士班(日間),丹麥王國,歐洲,0,0,0,3,1,2
108,2,公立,技專校院,24,國立屏東科技大學,8411048,獸醫學系,學士班(日間),美國,北美洲,0,0,0,1,0,1
108,2,公立,技專校院,25,國立臺北科技大學,2112007,互動設計系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2112007,互動設計系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2112007,互動設計系,碩士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2123009,工業設計系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2123009,工業設計系,學士班(日間),德意志聯邦共和國,歐洲,5,0,5,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2123009,工業設計系創新設計碩士班,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2123009,工業設計系創新設計碩士班,碩士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2123009,工業設計系創新設計碩士班,碩士班(日間),愛沙尼亞共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2299018,文化事業發展系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2299018,文化事業發展系,學士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2299018,文化事業發展系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2299018,文化事業發展系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2299018,文化事業發展系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,學士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,學士班(日間),西班牙王國,歐洲,2,1,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,學士班(日間),荷蘭王國,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,學士班(日間),德意志聯邦共和國,歐洲,3,0,3,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,4131011,經營管理系,學士班(日間),立陶宛共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,4131020,管理學院管理博士班,博士班,德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,4212024,智慧財產權研究所,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131016,資訊與財金管理系,學士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131016,資訊與財金管理系,學士班(日間),匈牙利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131016,資訊與財金管理系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131016,資訊與財金管理系,學士班(日間),波蘭共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131016,資訊與財金管理系,學士班(日間),英國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131016,資訊與財金管理系,學士班(日間),立陶宛共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131016,資訊與財金管理系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131034,資訊工程系,學士班(日間),波蘭共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,6131034,資訊工程系,碩士班(日間),美國,北美洲,2,0,2,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7111048,化學工程與生物科技系,學士班(日間),法國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7111048,化學工程與生物科技系,學士班(日間),德意志聯邦共和國,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7111053,分子科學與工程系,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7112058,材料及資源工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,學士班(日間),捷克共和國,歐洲,2,2,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,學士班(日間),芬蘭共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,學士班(日間),波蘭共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,學士班(日間),拉脫維亞共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,學士班(日間),美國,北美洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141025,電機工程系,學士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141025,電機工程系,學士班(日間),拉脫維亞共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141028,電子工程系,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141028,電子工程系,學士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141028,電子工程系,學士班(日間),波蘭共和國,歐洲,2,1,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141028,電子工程系,碩士班(日間),匈牙利共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141028,電子工程系,學士班(日間),美國,北美洲,5,3,2,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141035,電資學士班,學士班(日間),美國,北美洲,3,3,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7141044,自動化科技研究所,碩士班(日間),德意志聯邦共和國,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7151037,機械工程系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7151037,機械工程系,學士班(日間),奧地利共和國,歐洲,2,2,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7151037,機械工程系,學士班(日間),捷克共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7151037,機械工程系,學士班(日間),愛爾蘭共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7151037,機械工程系,學士班(日間),瑞典王國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7151037,機械工程系,學士班(日間),美國,北美洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7151043,製造科技研究所,碩士班(日間),英國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7161042,車輛工程系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7161042,車輛工程系,學士班(日間),德意志聯邦共和國,歐洲,4,4,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),泰國,東協,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),奧地利共和國,歐洲,3,1,2,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),法國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),羅馬尼亞,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,學士班(日間),德意志聯邦共和國,歐洲,5,3,2,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,碩士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7311071,建築系,學士班(日間),波蘭共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7311071,建築系,學士班(日間),瑞典王國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7311071,建築系,學士班(日間),德意志聯邦共和國,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7321045,土木工程系,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7321045,土木工程系,學士班(日間),西班牙王國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,25,國立臺北科技大學,7321045,土木工程系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,33,國立虎尾科技大學,7141009,電機工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,33,國立虎尾科技大學,7141009,電機工程系,學士班(日間),美國,北美洲,1,1,0,0,0,0
108,2,公立,技專校院,33,國立虎尾科技大學,7162018,飛機工程系航空電子組,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,33,國立虎尾科技大學,7191006,工業管理系,學士班(日間),美國,北美洲,1,1,0,0,0,0
108,2,公立,技專校院,43,國立勤益科技大學,2299005,文化創意事業系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,46,國立臺北護理健康大學,9131009,護理系,學士班(日間),澳大利亞,其他亞洲地區,5,0,5,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),澳大利亞,其他亞洲地區,2,0,2,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),英國,歐洲,7,2,5,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),加拿大,北美洲,6,0,6,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,2311003,應用日語系,學士班(日間),日本,其他亞洲地區,14,5,9,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,4199010,餐旅暨會展行銷管理系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),泰國,東協,3,0,3,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),瑞士聯邦,歐洲,3,1,2,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),加拿大,北美洲,7,2,5,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),英國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),義大利共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),加拿大,北美洲,1,1,0,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),加拿大,北美洲,5,1,4,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),義大利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),瑞士聯邦,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),英國,歐洲,5,2,3,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),加拿大,北美洲,3,2,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131028,餐飲廚藝科,五專,義大利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),英國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),泰國,東協,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,2,0,2,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),加拿大,北美洲,3,0,3,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),澳門,港澳,2,1,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,3,0,3,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),英國,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),加拿大,北美洲,5,0,5,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),英國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,47,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
108,2,公立,技專校院,50,國立臺中科技大學,2123006,商業設計系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,50,國立臺中科技大學,2311004,應用日語系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,50,國立臺中科技大學,4141020,國際貿易與經營系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,51,國立臺北商業大學,2122015,商業設計管理系,學士班(日間),荷蘭王國,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,51,國立臺北商業大學,2122026,創意科技與產品設計系,學士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系,學士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,學士班(日間),荷蘭王國,歐洲,2,0,2,0,0,0
108,2,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,2123015,工業設計系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,2311002,應用英語系,學士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,2311003,應用德語系,學士班(日間),德意志聯邦共和國,歐洲,2,1,1,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,4121034,金融資訊系,碩士班(日間),泰國,東協,1,0,1,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,4121104,金融系,學士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,4123054,風險管理與保險系,學士班(日間),泰國,東協,1,0,1,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,4123054,風險管理與保險系,學士班(日間),德意志聯邦共和國,歐洲,2,2,0,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,4132059,行銷與流通管理系,學士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,4132059,行銷與流通管理系,碩士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,4132107,運籌管理系,學士班(日間),德意志聯邦共和國,歐洲,3,3,0,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,6131080,商務資訊應用系,學士班(日間),越南社會主義共和國,東協,1,0,1,0,0,0
108,2,公立,技專校院,53,國立高雄科技大學,10412060,航運管理系,碩士班(日間),泰國,東協,1,0,1,0,0,0
108,2,私立,技專校院,1018,朝陽科技大學,2112003,視覺傳達設計系,學士班(日間),丹麥王國,歐洲,1,0,1,0,0,0
108,2,私立,技專校院,1018,朝陽科技大學,3211006,傳播藝術系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,2,私立,技專校院,1018,朝陽科技大學,4131008,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
